541,10,16
02,16,8
26,8,16
43,8,16
10100101,2,10
144,16,8
100010,2,8
295,10,8
0001010,2,10
1000000,2,8
4622,8,16
0000001,2,16
110,2,16
825,10,8
0111,2,10
9F,16,10
070,8,2
010100,2,8
0010,2,8
7501,8,10
00011,2,8
186,10,16
77,10,2
1110,2,10
024,8,16
A2,16,10
0111011,2,16
011011,2,8
37,8,2
66,10,8
100001,2,10
1606,8,2
982,16,8
8,16,10
1111101,2,10
E63,16,8
05,8,16
0D,16,8
F9,16,10
234,8,2
771,8,16
01010000,2,8
33,8,10
4A1,16,2
477,10,16
010,2,8
0010011,2,10
110,2,8
1,16,8
518,10,8
974,10,2
0101011,2,16
129,10,8
217,8,10
891,10,2
CE,16,2
6,10,16
117,10,2
548,10,2
817,10,2
3D,16,2
198,10,16
63,8,10
230,10,8
895,10,16
918,10,2
374,10,2
77A,16,2
F8,16,2
100111,2,10
732,10,16
469,10,2
1230,8,16
160,10,8
1010,2,8
164,10,16
101,2,16
0101011,2,8
34,8,10
A,16,2
7B,16,10
51,8,16
937,10,16
46,8,10
570,10,8
822,10,2
78,16,2
3,16,2
110,2,10
4383,16,8
10010000,2,16
101010,2,16
1010,2,10
279,16,2
882,10,16
1110001,2,10
648C,16,8
A,16,8
976,10,16
6,16,10
01010,2,10
0011010,2,8
156,10,16
10100101,2,16
4987,16,8
349,16,8
1101110,2,8
0DD,16,2
0010011,2,10
4FC,16,8
776,10,2
40,10,2
5F,16,10
100,2,16
266,10,8
1101,2,10
452,10,16
000101,2,10
643,10,2
691,10,8
666,10,16
10100,2,16
111111,2,16
F,16,8
8EC7,16,2
846,10,2
0001100,2,10
0101,2,16
45,10,16
2,16,10
5,16,8
6343,8,2
030B,16,2
965,10,8
0011001,2,8
A,16,10
011100,2,10
1101000,2,8
38,16,2
1001,2,8
35,8,10
1DD,16,10
00010011,2,10
919,10,8
447,10,2
E38,16,10
116,10,16
00011010,2,16
01001,2,8
0000001,2,10
BBE2,16,2
C3AA,16,2
110011,2,10
244,10,16
426,10,16
709,10,8
443,8,10
943,10,8
416,10,2
101,2,8
00101,2,8
A,16,8
BA,16,8
100001,2,10
94A,16,8
291,10,2
174,8,10
5342,8,16
264,10,2
439,10,8
340,10,16
00000111,2,8
1344,8,2
01011,2,16
391,10,2
01110,2,8
742A,16,8
3,16,2
F058,16,8
0010001,2,16
0110110,2,8
1001,2,10
226,8,2
971,10,16
9A5,16,10
111010,2,16
E47F,16,8
D,16,10
77,8,10
11101010,2,10
507,8,10
5345,8,2
139,10,2
001000,2,8
7E6C,16,10
417,10,16
B,16,2
53,16,8
140,10,16
000,2,10
4,16,2
386,10,8
204,10,16
823,10,2
6043,8,10
03B,16,10
11111,2,8
000111,2,10
904,10,2
10011,2,8
30,8,16
D4D5,16,8
11000111,2,10
6,16,8
111,2,16
6,16,8
906,10,16
2274,8,16
76A9,16,8
974,16,10
01010010,2,8
000010,2,8
101,2,16
771,8,10
7,16,2
130,10,16
533,10,2
860,10,8
31,8,2
110,2,8
0001000,2,16
151,10,8
6C03,16,10
7723,8,16
283,10,8
21,8,2
9,10,2
CEE,16,10
3662,8,2
FB8,16,8
343,10,8
66,8,2
AF,16,8
751,10,2
14,8,10
208,10,2
11101,2,8
97,10,2
903,10,8
E27,16,2
00110,2,16
522,10,2
252,10,16
CC0,16,2
8B8D,16,8
111101,2,16
240,10,16
00100,2,16
294,10,8
4625,8,10
5,16,2
507,10,16
FCDC,16,10
0001,2,10
7,16,8
813,10,2
311,10,2
1110001,2,10
062,8,16
572,8,10
6,16,8
11001011,2,10
393,10,2
93,10,2
41A,16,10
730,8,10
559,10,2
1,16,2
F928,16,8
051,8,16
545,8,16
258,16,2
746,8,2
850,10,2
661,10,2
0,16,10
446,10,8
DB6,16,2
011,2,16
11011100,2,16
200,10,8
385,10,8
6224,8,2
0065,8,10
9,16,2
190,10,8
6640,8,16
10011,2,8
10110,2,16
101,2,10
011110,2,16
100,2,10
8,16,2
2985,16,8
8,16,10
5,16,2
7770,8,10
8C,16,10
0,16,2
445,10,16
291,10,16
ED8,16,10
1110,2,10
5522,8,2
D8C2,16,8
748,10,8
69EF,16,2
F621,16,8
101,2,10
E0E,16,2
118,10,16
0100,2,16
24,8,10
11111,2,16
1444,8,10
525,10,16
5432,8,16
6224,8,10
1101011,2,16
010001,2,10
522,10,8
AA2,16,2
3F4A,16,10
07,8,10
1000,2,16
A4,16,2
7D9,16,10
818,10,2
2217,8,10
21,8,10
A433,16,2
0104,8,2
654,10,2
7050,8,2
5,16,10
254,10,16
010,2,16
318,10,2
8,16,8
46,10,16
11101001,2,16
BE0,16,8
63,8,10
6,16,10
11010,2,16
7BF,16,10
506,10,16
41,8,2
7624,8,10
0365,8,16
010001,2,8
10100,2,10
055,8,2
101,2,16
537,8,2
0171,8,16
110,2,8
213,10,8
22,8,10
76A3,16,8
703,8,16
6FE5,16,8
11100110,2,16
7,16,10
5531,8,10
1051,8,10
C,16,2
109,10,8
761,10,16
60,8,16
3,16,10
001,2,10
0010,2,8
6524,8,2
3763,16,2
10100,2,16
4AA6,16,10
11110,2,8
35,8,2
DC,16,10
10101,2,8
77,8,16
1101110,2,16
0410,8,2
0001,2,10
100,2,16
10101,2,10
00101010,2,16
D,16,10
011,2,10
0111,2,16
2,16,8
586,10,8
669,10,8
214,10,2
606,8,2
037,8,10
424,8,16
488E,16,10
F7,16,8
F6B,16,2
CF,16,10
315,8,16
512,8,10
852,10,16
DA9,16,10
94,10,8
111,2,16
635,10,2
00,8,10
872,16,8
158,10,2
0000,2,10
33B,16,8
4,16,10
0100,2,10
69,10,2
D850,16,8
0000111,2,10
583,10,16
4E9,16,8
881,10,16
2473,8,10
E27D,16,10
335,10,8
211,8,2
0,16,8
67,8,16
74,8,16
17AF,16,2
594,10,16
431,8,10
938,10,16
0557,8,10
0010,2,10
8859,16,2
365,10,16
3666,8,10
451,10,2
67,8,16
5C6,16,10
EF,16,2
80,16,10
010010,2,16
8C,16,10
213,10,8
110110,2,10
8D43,16,2
937,10,16
13,8,10
4C,16,10
60,8,16
215,8,10
010,2,8
011000,2,16
BB,16,8
10011,2,16
368,10,16
36,10,16
743,10,16
773,8,16
26,16,2
650,10,8
01010,2,10
675,10,2
B,16,10
73,8,16
918,10,2
9,16,8
1026,8,10
C2F5,16,8
69,10,8
1263,8,2
6265,8,2
44,10,2
8BC,16,2
0111,2,16
0,16,2
26,8,10
111011,2,10
157,10,16
001010,2,16
001,2,10
7467,8,10
110000,2,10
99,16,8
E801,16,10
804,10,8
BD53,16,2
220,10,8
541,10,16
02,16,8
26,8,16
43,8,16
10100101,2,10
144,16,8
100010,2,8
295,10,8
0001010,2,10
1000000,2,8
4622,8,16
0000001,2,16
110,2,16
825,10,8
0111,2,10
9F,16,10
070,8,2
010100,2,8
0010,2,8
7501,8,10
00011,2,8
186,10,16
77,10,2
1110,2,10
024,8,16
A2,16,10
0111011,2,16
011011,2,8
37,8,2
66,10,8
100001,2,10
1606,8,2
982,16,8
8,16,10
1111101,2,10
E63,16,8
05,8,16
0D,16,8
F9,16,10
234,8,2
771,8,16
01010000,2,8
33,8,10
4A1,16,2
477,10,16
010,2,8
0010011,2,10
110,2,8
1,16,8
518,10,8
974,10,2
0101011,2,16
129,10,8
217,8,10
891,10,2
CE,16,2
6,10,16
117,10,2
548,10,2
817,10,2
3D,16,2
198,10,16
63,8,10
230,10,8
895,10,16
918,10,2
374,10,2
77A,16,2
F8,16,2
100111,2,10
732,10,16
469,10,2
1230,8,16
160,10,8
1010,2,8
164,10,16
101,2,16
0101011,2,8
34,8,10
A,16,2
7B,16,10
51,8,16
937,10,16
46,8,10
570,10,8
822,10,2
78,16,2
3,16,2
110,2,10
4383,16,8
10010000,2,16
101010,2,16
1010,2,10
279,16,2
882,10,16
1110001,2,10
648C,16,8
A,16,8
976,10,16
6,16,10
01010,2,10
0011010,2,8
156,10,16
10100101,2,16
4987,16,8
349,16,8
1101110,2,8
0DD,16,2
0010011,2,10
4FC,16,8
776,10,2
40,10,2
5F,16,10
100,2,16
266,10,8
1101,2,10
452,10,16
000101,2,10
643,10,2
691,10,8
666,10,16
10100,2,16
111111,2,16
F,16,8
8EC7,16,2
846,10,2
0001100,2,10
0101,2,16
45,10,16
2,16,10
5,16,8
6343,8,2
030B,16,2
965,10,8
0011001,2,8
A,16,10
011100,2,10
1101000,2,8
38,16,2
1001,2,8
35,8,10
1DD,16,10
00010011,2,10
919,10,8
447,10,2
E38,16,10
116,10,16
00011010,2,16
01001,2,8
0000001,2,10
BBE2,16,2
C3AA,16,2
110011,2,10
244,10,16
426,10,16
709,10,8
443,8,10
943,10,8
416,10,2
101,2,8
00101,2,8
A,16,8
BA,16,8
100001,2,10
94A,16,8
291,10,2
174,8,10
5342,8,16
264,10,2
439,10,8
340,10,16
00000111,2,8
1344,8,2
01011,2,16
391,10,2
01110,2,8
742A,16,8
3,16,2
F058,16,8
0010001,2,16
0110110,2,8
1001,2,10
226,8,2
971,10,16
9A5,16,10
111010,2,16
E47F,16,8
D,16,10
77,8,10
11101010,2,10
507,8,10
5345,8,2
139,10,2
001000,2,8
7E6C,16,10
417,10,16
B,16,2
53,16,8
140,10,16
000,2,10
4,16,2
386,10,8
204,10,16
823,10,2
6043,8,10
03B,16,10
11111,2,8
000111,2,10
904,10,2
10011,2,8
30,8,16
D4D5,16,8
11000111,2,10
6,16,8
111,2,16
6,16,8
906,10,16
2274,8,16
76A9,16,8
974,16,10
01010010,2,8
000010,2,8
101,2,16
771,8,10
7,16,2
130,10,16
533,10,2
860,10,8
31,8,2
110,2,8
0001000,2,16
151,10,8
6C03,16,10
7723,8,16
283,10,8
21,8,2
9,10,2
CEE,16,10
3662,8,2
FB8,16,8
343,10,8
66,8,2
AF,16,8
751,10,2
14,8,10
208,10,2
11101,2,8
97,10,2
903,10,8
E27,16,2
00110,2,16
522,10,2
252,10,16
CC0,16,2
8B8D,16,8
111101,2,16
240,10,16
00100,2,16
294,10,8
4625,8,10
5,16,2
507,10,16
FCDC,16,10
0001,2,10
7,16,8
813,10,2
311,10,2
1110001,2,10
062,8,16
572,8,10
6,16,8
11001011,2,10
393,10,2
93,10,2
41A,16,10
730,8,10
559,10,2
1,16,2
F928,16,8
051,8,16
545,8,16
258,16,2
746,8,2
850,10,2
661,10,2
0,16,10
446,10,8
DB6,16,2
011,2,16
11011100,2,16
200,10,8
385,10,8
6224,8,2
0065,8,10
9,16,2
190,10,8
6640,8,16
10011,2,8
10110,2,16
101,2,10
011110,2,16
100,2,10
8,16,2
2985,16,8
8,16,10
5,16,2
7770,8,10
8C,16,10
0,16,2
445,10,16
291,10,16
ED8,16,10
1110,2,10
5522,8,2
D8C2,16,8
748,10,8
69EF,16,2
F621,16,8
101,2,10
E0E,16,2
118,10,16
0100,2,16
24,8,10
11111,2,16
1444,8,10
525,10,16
5432,8,16
6224,8,10
1101011,2,16
010001,2,10
522,10,8
AA2,16,2
3F4A,16,10
07,8,10
1000,2,16
A4,16,2
7D9,16,10
818,10,2
2217,8,10
21,8,10
A433,16,2
0104,8,2
654,10,2
7050,8,2
5,16,10
254,10,16
010,2,16
318,10,2
8,16,8
46,10,16
11101001,2,16
BE0,16,8
63,8,10
6,16,10
11010,2,16
7BF,16,10
506,10,16
41,8,2
7624,8,10
0365,8,16
010001,2,8
10100,2,10
055,8,2
101,2,16
537,8,2
0171,8,16
110,2,8
213,10,8
22,8,10
76A3,16,8
703,8,16
6FE5,16,8
11100110,2,16
7,16,10
5531,8,10
1051,8,10
C,16,2
109,10,8
761,10,16
60,8,16
3,16,10
001,2,10
0010,2,8
6524,8,2
3763,16,2
10100,2,16
4AA6,16,10
11110,2,8
35,8,2
DC,16,10
10101,2,8
77,8,16
1101110,2,16
0410,8,2
0001,2,10
100,2,16
10101,2,10
00101010,2,16
D,16,10
011,2,10
0111,2,16
2,16,8
586,10,8
669,10,8
214,10,2
606,8,2
037,8,10
424,8,16
488E,16,10
F7,16,8
F6B,16,2
CF,16,10
315,8,16
512,8,10
852,10,16
DA9,16,10
94,10,8
111,2,16
635,10,2
00,8,10
872,16,8
158,10,2
0000,2,10
33B,16,8
4,16,10
0100,2,10
69,10,2
D850,16,8
0000111,2,10
583,10,16
4E9,16,8
881,10,16
2473,8,10
E27D,16,10
335,10,8
211,8,2
0,16,8
67,8,16
74,8,16
17AF,16,2
594,10,16
431,8,10
938,10,16
0557,8,10
0010,2,10
8859,16,2
365,10,16
3666,8,10
451,10,2
67,8,16
5C6,16,10
EF,16,2
80,16,10
010010,2,16
8C,16,10
213,10,8
110110,2,10
8D43,16,2
937,10,16
13,8,10
4C,16,10
60,8,16
215,8,10
010,2,8
011000,2,16
BB,16,8
10011,2,16
368,10,16
36,10,16
743,10,16
773,8,16
26,16,2
650,10,8
01010,2,10
675,10,2
B,16,10
73,8,16
918,10,2
9,16,8
1026,8,10
C2F5,16,8
69,10,8
1263,8,2
6265,8,2
44,10,2
8BC,16,2
0111,2,16
0,16,2
26,8,10
111011,2,10
157,10,16
001010,2,16
001,2,10
7467,8,10
110000,2,10
99,16,8
E801,16,10
804,10,8
BD53,16,2
220,10,8
541,10,16
02,16,8
26,8,16
43,8,16
10100101,2,10
144,16,8
100010,2,8
295,10,8
0001010,2,10
1000000,2,8
4622,8,16
0000001,2,16
110,2,16
825,10,8
0111,2,10
9F,16,10
070,8,2
010100,2,8
0010,2,8
7501,8,10
00011,2,8
186,10,16
77,10,2
1110,2,10
024,8,16
A2,16,10
0111011,2,16
011011,2,8
37,8,2
66,10,8
100001,2,10
1606,8,2
982,16,8
8,16,10
1111101,2,10
E63,16,8
05,8,16
0D,16,8
F9,16,10
234,8,2
771,8,16
01010000,2,8
33,8,10
4A1,16,2
477,10,16
010,2,8
0010011,2,10
110,2,8
1,16,8
518,10,8
974,10,2
0101011,2,16
129,10,8
217,8,10
891,10,2
CE,16,2
6,10,16
117,10,2
548,10,2
817,10,2
3D,16,2
198,10,16
63,8,10
230,10,8
895,10,16
918,10,2
374,10,2
77A,16,2
F8,16,2
100111,2,10
732,10,16
469,10,2
1230,8,16
160,10,8
1010,2,8
164,10,16
101,2,16
0101011,2,8
34,8,10
A,16,2
7B,16,10
51,8,16
937,10,16
46,8,10
570,10,8
822,10,2
78,16,2
3,16,2
110,2,10
4383,16,8
10010000,2,16
101010,2,16
1010,2,10
279,16,2
882,10,16
1110001,2,10
648C,16,8
A,16,8
976,10,16
6,16,10
01010,2,10
0011010,2,8
156,10,16
10100101,2,16
4987,16,8
349,16,8
1101110,2,8
0DD,16,2
0010011,2,10
4FC,16,8
776,10,2
40,10,2
5F,16,10
100,2,16
266,10,8
1101,2,10
452,10,16
000101,2,10
643,10,2
691,10,8
666,10,16
10100,2,16
111111,2,16
F,16,8
8EC7,16,2
846,10,2
0001100,2,10
0101,2,16
45,10,16
2,16,10
5,16,8
6343,8,2
030B,16,2
965,10,8
0011001,2,8
A,16,10
011100,2,10
1101000,2,8
38,16,2
1001,2,8
35,8,10
1DD,16,10
00010011,2,10
919,10,8
447,10,2
E38,16,10
116,10,16
00011010,2,16
01001,2,8
0000001,2,10
BBE2,16,2
C3AA,16,2
110011,2,10
244,10,16
426,10,16
709,10,8
443,8,10
943,10,8
416,10,2
101,2,8
00101,2,8
A,16,8
BA,16,8
100001,2,10
94A,16,8
291,10,2
174,8,10
5342,8,16
264,10,2
439,10,8
340,10,16
00000111,2,8
1344,8,2
01011,2,16
391,10,2
01110,2,8
742A,16,8
3,16,2
F058,16,8
0010001,2,16
0110110,2,8
1001,2,10
226,8,2
971,10,16
9A5,16,10
111010,2,16
E47F,16,8
D,16,10
77,8,10
11101010,2,10
507,8,10
5345,8,2
139,10,2
001000,2,8
7E6C,16,10
417,10,16
B,16,2
53,16,8
140,10,16
000,2,10
4,16,2
386,10,8
204,10,16
823,10,2
6043,8,10
03B,16,10
11111,2,8
000111,2,10
904,10,2
10011,2,8
30,8,16
D4D5,16,8
11000111,2,10
6,16,8
111,2,16
6,16,8
906,10,16
2274,8,16
76A9,16,8
974,16,10
01010010,2,8
000010,2,8
101,2,16
771,8,10
7,16,2
130,10,16
533,10,2
860,10,8
31,8,2
110,2,8
0001000,2,16
151,10,8
6C03,16,10
7723,8,16
283,10,8
21,8,2
9,10,2
CEE,16,10
3662,8,2
FB8,16,8
343,10,8
66,8,2
AF,16,8
751,10,2
14,8,10
208,10,2
11101,2,8
97,10,2
903,10,8
E27,16,2
00110,2,16
522,10,2
252,10,16
CC0,16,2
8B8D,16,8
111101,2,16
240,10,16
00100,2,16
294,10,8
4625,8,10
5,16,2
507,10,16
FCDC,16,10
0001,2,10
7,16,8
813,10,2
311,10,2
1110001,2,10
062,8,16
572,8,10
6,16,8
11001011,2,10
393,10,2
93,10,2
41A,16,10
730,8,10
559,10,2
1,16,2
F928,16,8
051,8,16
545,8,16
258,16,2
746,8,2
850,10,2
661,10,2
0,16,10
446,10,8
DB6,16,2
011,2,16
11011100,2,16
200,10,8
385,10,8
6224,8,2
0065,8,10
9,16,2
190,10,8
6640,8,16
10011,2,8
10110,2,16
101,2,10
011110,2,16
100,2,10
8,16,2
2985,16,8
8,16,10
5,16,2
7770,8,10
8C,16,10
0,16,2
445,10,16
291,10,16
ED8,16,10
1110,2,10
5522,8,2
D8C2,16,8
748,10,8
69EF,16,2
F621,16,8
101,2,10
E0E,16,2
118,10,16
0100,2,16
24,8,10
11111,2,16
1444,8,10
525,10,16
5432,8,16
6224,8,10
1101011,2,16
010001,2,10
522,10,8
AA2,16,2
3F4A,16,10
07,8,10
1000,2,16
A4,16,2
7D9,16,10
818,10,2
2217,8,10
21,8,10
A433,16,2
0104,8,2
654,10,2
7050,8,2
5,16,10
254,10,16
010,2,16
318,10,2
8,16,8
46,10,16
11101001,2,16
BE0,16,8
63,8,10
6,16,10
11010,2,16
7BF,16,10
506,10,16
41,8,2
7624,8,10
0365,8,16
010001,2,8
10100,2,10
055,8,2
101,2,16
537,8,2
0171,8,16
110,2,8
213,10,8
22,8,10
76A3,16,8
703,8,16
6FE5,16,8
11100110,2,16
7,16,10
5531,8,10
1051,8,10
C,16,2
109,10,8
761,10,16
60,8,16
3,16,10
001,2,10
0010,2,8
6524,8,2
3763,16,2
10100,2,16
4AA6,16,10
11110,2,8
35,8,2
DC,16,10
10101,2,8
77,8,16
1101110,2,16
0410,8,2
0001,2,10
100,2,16
10101,2,10
00101010,2,16
D,16,10
011,2,10
0111,2,16
2,16,8
586,10,8
669,10,8
214,10,2
606,8,2
037,8,10
424,8,16
488E,16,10
F7,16,8
F6B,16,2
CF,16,10
315,8,16
512,8,10
852,10,16
DA9,16,10
94,10,8
111,2,16
635,10,2
00,8,10
872,16,8
158,10,2
0000,2,10
33B,16,8
4,16,10
0100,2,10
69,10,2
D850,16,8
0000111,2,10
583,10,16
4E9,16,8
881,10,16
2473,8,10
E27D,16,10
335,10,8
211,8,2
0,16,8
67,8,16
74,8,16
17AF,16,2
594,10,16
431,8,10
938,10,16
0557,8,10
0010,2,10
8859,16,2
365,10,16
3666,8,10
451,10,2
67,8,16
5C6,16,10
EF,16,2
80,16,10
010010,2,16
8C,16,10
213,10,8
110110,2,10
8D43,16,2
937,10,16
13,8,10
4C,16,10
60,8,16
215,8,10
010,2,8
011000,2,16
BB,16,8
10011,2,16
368,10,16
36,10,16
743,10,16
773,8,16
26,16,2
650,10,8
01010,2,10
675,10,2
B,16,10
73,8,16
918,10,2
9,16,8
1026,8,10
C2F5,16,8
69,10,8
1263,8,2
6265,8,2
44,10,2
8BC,16,2
0111,2,16
0,16,2
26,8,10
111011,2,10
157,10,16
001010,2,16
001,2,10
7467,8,10
110000,2,10
99,16,8
E801,16,10
804,10,8
BD53,16,2
220,10,8
541,10,16
02,16,8
26,8,16
43,8,16
10100101,2,10
144,16,8
100010,2,8
295,10,8
0001010,2,10
1000000,2,8
4622,8,16
0000001,2,16
110,2,16
825,10,8
0111,2,10
9F,16,10
070,8,2
010100,2,8
0010,2,8
7501,8,10
00011,2,8
186,10,16
77,10,2
1110,2,10
024,8,16
A2,16,10
0111011,2,16
011011,2,8
37,8,2
66,10,8
100001,2,10
1606,8,2
982,16,8
8,16,10
1111101,2,10
E63,16,8
05,8,16
0D,16,8
F9,16,10
234,8,2
771,8,16
01010000,2,8
33,8,10
4A1,16,2
477,10,16
010,2,8
0010011,2,10
110,2,8
1,16,8
518,10,8
974,10,2
0101011,2,16
129,10,8
217,8,10
891,10,2
CE,16,2
6,10,16
117,10,2
548,10,2
817,10,2
3D,16,2
198,10,16
63,8,10
230,10,8
895,10,16
918,10,2
374,10,2
77A,16,2
F8,16,2
100111,2,10
732,10,16
469,10,2
1230,8,16
160,10,8
1010,2,8
164,10,16
101,2,16
0101011,2,8
34,8,10
A,16,2
7B,16,10
51,8,16
937,10,16
46,8,10
570,10,8
822,10,2
78,16,2
3,16,2
110,2,10
4383,16,8
10010000,2,16
101010,2,16
1010,2,10
279,16,2
882,10,16
1110001,2,10
648C,16,8
A,16,8
976,10,16
6,16,10
01010,2,10
0011010,2,8
156,10,16
10100101,2,16
4987,16,8
349,16,8
1101110,2,8
0DD,16,2
0010011,2,10
4FC,16,8
776,10,2
40,10,2
5F,16,10
100,2,16
266,10,8
1101,2,10
452,10,16
000101,2,10
643,10,2
691,10,8
666,10,16
10100,2,16
111111,2,16
F,16,8
8EC7,16,2
846,10,2
0001100,2,10
0101,2,16
45,10,16
2,16,10
5,16,8
6343,8,2
030B,16,2
965,10,8
0011001,2,8
A,16,10
011100,2,10
1101000,2,8
38,16,2
1001,2,8
35,8,10
1DD,16,10
00010011,2,10
919,10,8
447,10,2
E38,16,10
116,10,16
00011010,2,16
01001,2,8
0000001,2,10
BBE2,16,2
C3AA,16,2
110011,2,10
244,10,16
426,10,16
709,10,8
443,8,10
943,10,8
416,10,2
101,2,8
00101,2,8
A,16,8
BA,16,8
100001,2,10
94A,16,8
291,10,2
174,8,10
5342,8,16
264,10,2
439,10,8
340,10,16
00000111,2,8
1344,8,2
01011,2,16
391,10,2
01110,2,8
742A,16,8
3,16,2
F058,16,8
0010001,2,16
0110110,2,8
1001,2,10
226,8,2
971,10,16
9A5,16,10
111010,2,16
E47F,16,8
D,16,10
77,8,10
11101010,2,10
507,8,10
5345,8,2
139,10,2
001000,2,8
7E6C,16,10
417,10,16
B,16,2
53,16,8
140,10,16
000,2,10
4,16,2
386,10,8
204,10,16
823,10,2
6043,8,10
03B,16,10
11111,2,8
000111,2,10
904,10,2
10011,2,8
30,8,16
D4D5,16,8
11000111,2,10
6,16,8
111,2,16
6,16,8
906,10,16
2274,8,16
76A9,16,8
974,16,10
01010010,2,8
000010,2,8
101,2,16
771,8,10
7,16,2
130,10,16
533,10,2
860,10,8
31,8,2
110,2,8
0001000,2,16
151,10,8
6C03,16,10
7723,8,16
283,10,8
21,8,2
9,10,2
CEE,16,10
3662,8,2
FB8,16,8
343,10,8
66,8,2
AF,16,8
751,10,2
14,8,10
208,10,2
11101,2,8
97,10,2
903,10,8
E27,16,2
00110,2,16
522,10,2
252,10,16
CC0,16,2
8B8D,16,8
111101,2,16
240,10,16
00100,2,16
294,10,8
